record_id,plan_name,plan_category,age,gender,num_members,city_tier,state,bmi_category,smoke,has_pre_existing,annual_checkup,ncb_years,sum_insured,deductible,num_addons,addons_list,has_maternity,has_opd,policy_tenure,prev_insurer,annual_premium,gst_amount,total_premium
AHQ011926,Family Floater Basic,Family,53,Male,2,3,Karnataka,Overweight,0,1,0,2,300000,0,4,maternity|personal_accident|critical_illness_rider|international_cover,1,0,1,ACKO,36500.0,6570.0,43070.0
AHQ011927,Senior Citizen,Senior,63,Female,1,1,Maharashtra,Obese,1,1,0,0,300000,10000,4,opd_cover|international_cover|critical_illness_rider|dental_vision,0,1,1,HDFC Ergo,111400.0,20052.0,131452.0
AHQ011928,Senior Citizen,Senior,71,Female,2,2,Odisha,Normal,0,0,1,1,500000,5000,0,,0,0,2,Niva Bupa,165600.0,29808.0,195408.0
AHQ011929,Family Floater Basic,Family,43,Female,2,3,Gujarat,Normal,0,0,0,4,300000,5000,0,,0,0,1,ACKO,13000.0,2340.0,15340.0
AHQ011930,Senior Citizen,Senior,70,Male,3,2,West Bengal,Normal,1,1,1,3,500000,0,1,international_cover,0,0,1,ACKO,182200.0,32796.0,214996.0
AHQ011931,Senior Citizen,Senior,74,Male,4,3,Punjab,Normal,0,0,1,3,1000000,0,4,hospital_cash|critical_illness_rider|maternity|personal_accident,1,0,1,HDFC Ergo,204500.0,36810.0,241310.0
AHQ011932,Family Floater Premium,Family,57,Male,3,1,Kerala,Normal,0,0,1,0,750000,0,1,international_cover,0,0,2,Bajaj Allianz,212400.0,38232.0,250632.0
AHQ011933,Family Floater Standard,Family,19,Male,2,1,Odisha,Normal,0,0,0,1,1000000,5000,4,personal_accident|critical_illness_rider|maternity|opd_cover,1,1,1,SBI Health,38100.0,6858.0,44958.0
AHQ011934,Individual Premium,Individual,38,Male,1,3,Telangana,Obese,1,0,0,0,1000000,0,2,hospital_cash|dental_vision,0,0,1,ACKO,46100.0,8298.0,54398.0
AHQ011935,Family Floater Standard,Family,18,Female,4,1,Odisha,Normal,0,1,0,0,1000000,5000,4,personal_accident|dental_vision|critical_illness_rider|opd_cover,0,1,1,Niva Bupa,81300.0,14634.0,95934.0
AHQ011936,Super Top-Up,Specialty,36,Female,1,2,Madhya Pradesh,Normal,0,0,0,0,1500000,5000,4,maternity|personal_accident|hospital_cash|critical_illness_rider,1,0,1,HDFC Ergo,21100.0,3798.0,24898.0
AHQ011937,Family Floater Premium,Family,53,Male,3,2,Gujarat,Normal,0,1,1,2,1500000,0,2,international_cover|maternity,1,0,1,United India,128100.0,23058.0,151158.0
AHQ011938,Individual Premium,Individual,39,Male,2,2,Odisha,Overweight,0,1,0,0,500000,10000,4,hospital_cash|opd_cover|critical_illness_rider|personal_accident,0,1,2,Star Health,103200.0,18576.0,121776.0
AHQ011939,Senior Citizen,Senior,67,Female,1,1,Kerala,Obese,0,0,0,0,500000,0,2,hospital_cash|opd_cover,0,1,1,SBI Health,109800.0,19764.0,129564.0
AHQ011940,Family Floater Basic,Family,18,Male,4,2,Odisha,Obese,1,0,0,0,500000,0,3,international_cover|hospital_cash|critical_illness_rider,0,0,1,Niva Bupa,52800.0,9504.0,62304.0
AHQ011941,Individual Premium,Individual,30,Male,1,3,Gujarat,Normal,0,0,1,1,2000000,0,0,,0,0,2,Star Health,58500.0,10530.0,69030.0
AHQ011942,Family Floater Standard,Family,43,Male,5,1,Karnataka,Overweight,0,0,1,0,1000000,0,1,hospital_cash,0,0,1,SBI Health,88000.0,15840.0,103840.0
AHQ011943,Senior Citizen,Senior,60,Female,1,2,Telangana,Normal,0,1,0,0,750000,5000,4,personal_accident|opd_cover|international_cover|hospital_cash,0,1,3,Niva Bupa,285600.0,51408.0,337008.0
AHQ011944,Family Floater Standard,Family,35,Male,3,2,Punjab,Overweight,0,0,1,1,300000,0,2,personal_accident|international_cover,0,0,2,Niva Bupa,79500.0,14310.0,93810.0
AHQ011945,Senior Citizen,Senior,72,Male,2,2,Delhi,Overweight,0,0,0,0,500000,0,2,dental_vision|hospital_cash,0,0,2,ACKO,231700.0,41706.0,273406.0
AHQ011946,Family Floater Standard,Family,21,Male,2,1,Tamil Nadu,Overweight,0,1,0,0,300000,5000,0,,0,0,3,Niva Bupa,94600.0,17028.0,111628.0
AHQ011947,Senior Citizen,Senior,72,Male,1,2,Uttar Pradesh,Normal,0,1,1,5,1000000,0,2,critical_illness_rider|international_cover,0,0,1,United India,96600.0,17388.0,113988.0
AHQ011948,Family Floater Premium,Family,24,Female,3,1,Haryana,Overweight,0,1,1,0,2000000,0,3,opd_cover|international_cover|personal_accident,0,1,1,Bajaj Allianz,133700.0,24066.0,157766.0
AHQ011949,Individual Standard,Individual,57,Male,1,2,Gujarat,Normal,0,0,0,4,300000,0,4,hospital_cash|maternity|international_cover|personal_accident,1,0,2,ACKO,48100.0,8658.0,56758.0
AHQ011950,Individual Standard,Individual,34,Male,1,3,Uttar Pradesh,Normal,0,0,0,3,300000,0,2,international_cover|hospital_cash,0,0,1,Niva Bupa,9700.0,1746.0,11446.0
AHQ011951,Individual Premium,Individual,43,Female,2,1,West Bengal,Obese,0,0,1,0,2500000,50000,0,,0,0,1,Niva Bupa,79000.0,14220.0,93220.0
AHQ011952,Family Floater Premium,Family,43,Female,4,2,Punjab,Overweight,0,1,1,3,1000000,10000,2,international_cover|maternity,1,0,1,ACKO,101700.0,18306.0,120006.0
AHQ011953,Family Floater Premium,Family,58,Male,5,1,Delhi,Normal,0,1,1,3,300000,25000,2,critical_illness_rider|maternity,1,0,1,Care Health,142300.0,25614.0,167914.0
AHQ011954,Family Floater Premium,Family,25,Female,4,3,Kerala,Obese,0,0,1,1,2000000,0,0,,0,0,1,ACKO,88800.0,15984.0,104784.0
AHQ011955,Family Floater Basic,Family,48,Male,5,1,Delhi,Obese,0,0,0,0,500000,0,0,,0,0,2,SBI Health,153200.0,27576.0,180776.0
AHQ011956,Individual Standard,Individual,31,Male,2,2,Gujarat,Normal,0,0,1,2,500000,0,3,personal_accident|hospital_cash|international_cover,0,0,1,United India,21300.0,3834.0,25134.0
AHQ011957,Family Floater Premium,Family,25,Female,3,2,Haryana,Normal,0,1,0,2,300000,5000,0,,0,0,1,Care Health,42200.0,7596.0,49796.0
AHQ011958,Individual Premium,Individual,22,Male,2,2,Haryana,Obese,1,1,0,1,300000,0,4,maternity|international_cover|opd_cover|hospital_cash,1,1,1,ACKO,49600.0,8928.0,58528.0
AHQ011959,Senior Citizen,Senior,70,Male,4,3,Haryana,Normal,0,1,1,1,1000000,0,0,,0,0,1,ACKO,225200.0,40536.0,265736.0
AHQ011960,Senior Citizen,Senior,70,Female,1,2,Delhi,Normal,0,0,1,1,750000,0,4,international_cover|opd_cover|hospital_cash|dental_vision,0,1,1,ACKO,93600.0,16848.0,110448.0
AHQ011961,Family Floater Premium,Family,58,Female,5,2,West Bengal,Normal,0,1,1,1,1500000,5000,4,critical_illness_rider|personal_accident|hospital_cash|opd_cover,0,1,3,United India,737900.0,132822.0,870722.0
AHQ011962,Family Floater Basic,Family,57,Female,2,1,Tamil Nadu,Normal,0,0,0,0,500000,0,2,critical_illness_rider|hospital_cash,0,0,2,HDFC Ergo,93800.0,16884.0,110684.0
AHQ011963,Family Floater Basic,Family,46,Female,5,1,Rajasthan,Obese,0,0,0,0,300000,0,2,opd_cover|dental_vision,0,1,1,Star Health,72200.0,12996.0,85196.0
AHQ011964,Individual Standard,Individual,45,Female,1,1,Telangana,Normal,0,0,0,1,500000,0,1,international_cover,0,0,1,Niva Bupa,24300.0,4374.0,28674.0
AHQ011965,Family Floater Standard,Family,44,Male,3,3,Haryana,Overweight,0,1,0,0,750000,25000,4,maternity|international_cover|opd_cover|dental_vision,1,1,3,Star Health,161600.0,29088.0,190688.0
AHQ011966,Family Floater Premium,Family,39,Male,4,2,Gujarat,Obese,0,0,0,0,2500000,0,3,opd_cover|international_cover|critical_illness_rider,0,1,1,Niva Bupa,186100.0,33498.0,219598.0
AHQ011967,Individual Premium,Individual,55,Female,2,1,Andhra Pradesh,Obese,0,0,0,3,1500000,0,1,maternity,1,0,1,Niva Bupa,125800.0,22644.0,148444.0
AHQ011968,Family Floater Premium,Family,39,Male,3,1,Kerala,Normal,1,1,1,0,300000,5000,3,maternity|dental_vision|critical_illness_rider,1,0,1,SBI Health,99100.0,17838.0,116938.0
AHQ011969,Family Floater Standard,Family,32,Male,5,3,Rajasthan,Normal,1,0,0,3,750000,0,1,maternity,1,0,1,United India,51800.0,9324.0,61124.0
AHQ011970,Individual Standard,Individual,42,Male,1,3,Uttar Pradesh,Normal,0,0,1,0,500000,5000,1,international_cover,0,0,2,SBI Health,28700.0,5166.0,33866.0
AHQ011971,Senior Citizen,Senior,67,Female,5,2,Madhya Pradesh,Overweight,0,0,1,0,750000,0,3,opd_cover|international_cover|maternity,1,1,3,SBI Health,830100.0,149418.0,979518.0
AHQ011972,Individual Premium,Individual,38,Male,1,3,Uttar Pradesh,Normal,0,0,1,1,2500000,10000,1,international_cover,0,0,2,Bajaj Allianz,86100.0,15498.0,101598.0
AHQ011973,Senior Citizen,Senior,62,Male,1,3,Gujarat,Normal,0,0,1,2,750000,0,4,hospital_cash|opd_cover|maternity|personal_accident,1,1,1,Bajaj Allianz,66200.0,11916.0,78116.0
AHQ011974,Individual Premium,Individual,40,Male,2,2,Madhya Pradesh,Overweight,0,0,0,0,300000,25000,3,international_cover|critical_illness_rider|opd_cover,0,1,2,ACKO,63700.0,11466.0,75166.0
AHQ011975,Individual Basic,Individual,20,Female,1,2,Tamil Nadu,Normal,0,1,1,2,500000,5000,0,,0,0,1,ACKO,11500.0,2070.0,13570.0
AHQ011976,Family Floater Standard,Family,38,Female,2,3,Maharashtra,Overweight,0,0,1,2,1000000,10000,4,hospital_cash|opd_cover|critical_illness_rider|maternity,1,1,1,Niva Bupa,39100.0,7038.0,46138.0
AHQ011977,Family Floater Premium,Family,58,Female,4,3,Karnataka,Overweight,1,0,1,3,500000,0,1,dental_vision,0,0,1,SBI Health,123200.0,22176.0,145376.0
AHQ011978,Family Floater Basic,Family,38,Female,4,2,Gujarat,Overweight,0,0,1,3,300000,10000,4,dental_vision|opd_cover|maternity|personal_accident,1,1,1,Bajaj Allianz,34800.0,6264.0,41064.0
AHQ011979,Critical Illness,Specialty,33,Female,1,2,Delhi,Normal,0,0,0,0,2500000,5000,3,dental_vision|hospital_cash|personal_accident,0,0,1,Niva Bupa,58200.0,10476.0,68676.0
AHQ011980,Family Floater Basic,Family,20,Male,5,1,Kerala,Obese,0,0,1,1,300000,0,4,dental_vision|personal_accident|critical_illness_rider|hospital_cash,0,0,3,Bajaj Allianz,130200.0,23436.0,153636.0
AHQ011981,Individual Premium,Individual,21,Male,1,3,Delhi,Normal,1,1,0,0,300000,0,0,,0,0,1,Bajaj Allianz,22200.0,3996.0,26196.0
AHQ011982,Family Floater Basic,Family,55,Female,2,3,Telangana,Normal,0,0,1,1,500000,0,3,personal_accident|hospital_cash|international_cover,0,0,1,Care Health,35000.0,6300.0,41300.0
AHQ011983,Critical Illness,Specialty,34,Male,1,1,Madhya Pradesh,Normal,0,0,1,1,5000000,25000,1,personal_accident,0,0,1,Care Health,86300.0,15534.0,101834.0
AHQ011984,Family Floater Standard,Family,43,Male,2,2,Kerala,Overweight,0,1,0,0,300000,5000,1,hospital_cash,0,0,2,Care Health,74400.0,13392.0,87792.0
AHQ011985,Individual Premium,Individual,31,Male,1,1,Karnataka,Overweight,0,0,1,1,2000000,5000,4,dental_vision|hospital_cash|critical_illness_rider|personal_accident,0,0,1,Star Health,58400.0,10512.0,68912.0
AHQ011986,Individual Standard,Individual,22,Male,2,1,Uttar Pradesh,Normal,0,1,0,1,1000000,5000,1,critical_illness_rider,0,0,1,SBI Health,37600.0,6768.0,44368.0
AHQ011987,Family Floater Basic,Family,41,Male,3,2,Gujarat,Normal,0,0,1,0,300000,25000,1,hospital_cash,0,0,3,Star Health,59300.0,10674.0,69974.0
AHQ011988,Family Floater Premium,Family,45,Female,4,2,Gujarat,Normal,0,0,0,2,750000,0,1,hospital_cash,0,0,1,Care Health,89800.0,16164.0,105964.0
AHQ011989,Senior Citizen,Senior,66,Male,1,1,Punjab,Normal,1,0,0,0,750000,50000,1,personal_accident,0,0,1,Niva Bupa,85500.0,15390.0,100890.0
AHQ011990,Senior Citizen,Senior,67,Male,3,2,Odisha,Obese,0,0,1,3,750000,5000,0,,0,0,1,Star Health,160300.0,28854.0,189154.0
AHQ011991,Individual Standard,Individual,28,Female,2,1,Haryana,Overweight,0,0,1,2,750000,0,0,,0,0,2,United India,50900.0,9162.0,60062.0
AHQ011992,Individual Standard,Individual,58,Male,1,2,Maharashtra,Normal,0,0,1,0,1000000,25000,2,opd_cover|dental_vision,0,1,2,Care Health,75700.0,13626.0,89326.0
AHQ011993,Family Floater Basic,Family,25,Female,5,2,Odisha,Overweight,0,1,0,0,500000,0,4,critical_illness_rider|hospital_cash|international_cover|dental_vision,0,0,1,Bajaj Allianz,53800.0,9684.0,63484.0
AHQ011994,Critical Illness,Specialty,49,Female,1,1,Rajasthan,Normal,0,1,1,2,5000000,0,3,opd_cover|personal_accident|international_cover,0,1,2,HDFC Ergo,402400.0,72432.0,474832.0
AHQ011995,Individual Standard,Individual,35,Female,1,2,Odisha,Normal,0,1,1,2,500000,0,0,,0,0,1,ACKO,18300.0,3294.0,21594.0
AHQ011996,Senior Citizen,Senior,60,Male,1,2,Madhya Pradesh,Normal,0,1,1,0,500000,0,3,hospital_cash|dental_vision|opd_cover,0,1,2,SBI Health,147300.0,26514.0,173814.0
AHQ011997,Family Floater Premium,Family,20,Male,3,2,Telangana,Obese,0,0,1,1,1500000,50000,4,opd_cover|critical_illness_rider|international_cover|personal_accident,0,1,2,Star Health,125300.0,22554.0,147854.0
AHQ011998,Senior Citizen,Senior,62,Female,5,2,Tamil Nadu,Normal,0,0,1,0,750000,0,1,personal_accident,0,0,1,HDFC Ergo,168700.0,30366.0,199066.0
AHQ011999,Individual Premium,Individual,54,Female,2,1,Gujarat,Overweight,0,1,0,0,1000000,10000,3,personal_accident|dental_vision|opd_cover,0,1,1,ACKO,105000.0,18900.0,123900.0
AHQ012000,Senior Citizen,Senior,60,Female,2,2,West Bengal,Normal,0,0,1,0,750000,5000,2,dental_vision|critical_illness_rider,0,0,3,ACKO,255200.0,45936.0,301136.0
AHQ012001,Senior Citizen,Senior,67,Female,3,2,Punjab,Obese,0,0,0,0,300000,10000,4,maternity|opd_cover|hospital_cash|personal_accident,1,1,1,Star Health,157000.0,28260.0,185260.0
AHQ012002,Family Floater Standard,Family,37,Male,4,3,Madhya Pradesh,Overweight,1,1,1,0,750000,0,3,critical_illness_rider|personal_accident|international_cover,0,0,2,SBI Health,183600.0,33048.0,216648.0
AHQ012003,Senior Citizen,Senior,62,Male,3,2,Telangana,Overweight,1,0,1,5,300000,5000,3,dental_vision|critical_illness_rider|opd_cover,0,1,1,United India,102900.0,18522.0,121422.0
AHQ012004,Family Floater Basic,Family,49,Female,3,2,Delhi,Normal,0,1,1,0,500000,25000,0,,0,0,1,HDFC Ergo,41200.0,7416.0,48616.0
AHQ012005,Senior Citizen,Senior,63,Male,1,1,Karnataka,Overweight,0,0,1,4,1000000,10000,3,critical_illness_rider|personal_accident|maternity,1,0,1,Niva Bupa,78100.0,14058.0,92158.0
AHQ012006,Individual Standard,Individual,48,Male,2,2,Karnataka,Obese,0,0,0,1,750000,0,4,opd_cover|maternity|critical_illness_rider|personal_accident,1,1,1,United India,58500.0,10530.0,69030.0
AHQ012007,Family Floater Premium,Family,38,Male,4,2,Rajasthan,Normal,0,0,0,0,2500000,0,0,,0,0,1,Niva Bupa,124100.0,22338.0,146438.0
AHQ012008,Senior Citizen,Senior,66,Female,2,1,Madhya Pradesh,Obese,0,1,0,2,300000,5000,3,critical_illness_rider|international_cover|maternity,1,0,2,Niva Bupa,317900.0,57222.0,375122.0
AHQ012009,Family Floater Premium,Family,47,Female,4,1,West Bengal,Obese,0,0,0,0,1500000,25000,0,,0,0,2,Niva Bupa,304500.0,54810.0,359310.0
AHQ012010,Critical Illness,Specialty,21,Female,1,1,Delhi,Obese,0,0,0,4,500000,0,2,dental_vision|hospital_cash,0,0,1,ACKO,29400.0,5292.0,34692.0
AHQ012011,Individual Premium,Individual,20,Male,2,3,West Bengal,Normal,0,0,0,1,1000000,0,0,,0,0,1,Star Health,27400.0,4932.0,32332.0
AHQ012012,Family Floater Standard,Family,43,Female,3,1,Maharashtra,Normal,0,0,0,0,1000000,0,0,,0,0,1,Star Health,54200.0,9756.0,63956.0
AHQ012013,Individual Premium,Individual,31,Male,1,1,Delhi,Overweight,0,0,0,0,500000,0,2,critical_illness_rider|maternity,1,0,2,Care Health,50000.0,9000.0,59000.0
AHQ012014,Senior Citizen,Senior,70,Male,3,1,Rajasthan,Obese,0,0,1,0,750000,0,1,hospital_cash,0,0,1,Care Health,225500.0,40590.0,266090.0
AHQ012015,Family Floater Basic,Family,48,Male,5,2,Madhya Pradesh,Normal,0,0,0,3,500000,0,2,critical_illness_rider|maternity,1,0,2,United India,92500.0,16650.0,109150.0
AHQ012016,Super Top-Up,Specialty,18,Male,1,1,Tamil Nadu,Normal,0,0,1,1,1500000,10000,1,personal_accident,0,0,2,HDFC Ergo,27700.0,4986.0,32686.0
AHQ012017,Critical Illness,Specialty,53,Male,1,2,Uttar Pradesh,Overweight,0,1,1,4,500000,0,2,opd_cover|personal_accident,0,1,2,Star Health,81400.0,14652.0,96052.0
AHQ012018,Family Floater Standard,Family,56,Male,3,2,Madhya Pradesh,Normal,0,0,1,1,300000,0,2,hospital_cash|critical_illness_rider,0,0,1,Niva Bupa,60900.0,10962.0,71862.0
AHQ012019,Family Floater Basic,Family,31,Female,3,1,Madhya Pradesh,Obese,0,0,0,2,500000,0,1,international_cover,0,0,2,Star Health,59200.0,10656.0,69856.0
AHQ012020,Senior Citizen,Senior,73,Female,2,2,Madhya Pradesh,Overweight,0,1,0,1,500000,5000,3,critical_illness_rider|maternity|hospital_cash,1,0,1,Star Health,144700.0,26046.0,170746.0
AHQ012021,Family Floater Basic,Family,58,Female,2,1,Gujarat,Overweight,0,1,1,0,500000,0,0,,0,0,1,United India,57800.0,10404.0,68204.0
AHQ012022,Senior Citizen,Senior,72,Female,2,3,Maharashtra,Overweight,0,0,1,0,1000000,5000,2,hospital_cash|maternity,1,0,1,Star Health,136600.0,24588.0,161188.0
AHQ012023,Senior Citizen,Senior,74,Female,2,1,Tamil Nadu,Overweight,0,0,0,4,750000,0,4,hospital_cash|opd_cover|personal_accident|maternity,1,1,1,Star Health,144300.0,25974.0,170274.0
AHQ012024,Family Floater Premium,Family,21,Male,3,1,Gujarat,Overweight,1,1,1,0,2000000,5000,0,,0,0,1,Niva Bupa,125300.0,22554.0,147854.0
AHQ012025,Senior Citizen,Senior,62,Male,1,2,Punjab,Obese,1,0,0,1,1000000,0,0,,0,0,1,Bajaj Allianz,105400.0,18972.0,124372.0
AHQ012026,Individual Standard,Individual,58,Female,2,2,Rajasthan,Obese,0,0,0,2,300000,5000,0,,0,0,1,Care Health,40700.0,7326.0,48026.0
AHQ012027,Individual Premium,Individual,33,Male,2,2,Punjab,Normal,0,0,1,2,2000000,0,1,dental_vision,0,0,1,United India,53300.0,9594.0,62894.0
AHQ012028,Senior Citizen,Senior,66,Male,5,2,Karnataka,Normal,0,0,0,2,500000,0,1,dental_vision,0,0,1,ACKO,187000.0,33660.0,220660.0
AHQ012029,Individual Standard,Individual,33,Male,1,2,Andhra Pradesh,Normal,1,0,1,0,750000,0,4,personal_accident|international_cover|maternity|hospital_cash,1,0,1,Niva Bupa,23500.0,4230.0,27730.0
AHQ012030,Family Floater Standard,Family,58,Male,3,1,Rajasthan,Overweight,0,0,1,0,300000,0,2,dental_vision|personal_accident,0,0,3,Bajaj Allianz,212500.0,38250.0,250750.0
AHQ012031,Super Top-Up,Specialty,59,Male,1,2,Uttar Pradesh,Normal,1,0,0,0,10000000,0,0,,0,0,3,SBI Health,470800.0,84744.0,555544.0
AHQ012032,Individual Standard,Individual,22,Male,1,3,Uttar Pradesh,Normal,0,0,0,1,300000,0,2,dental_vision|hospital_cash,0,0,1,SBI Health,10200.0,1836.0,12036.0
AHQ012033,Senior Citizen,Senior,60,Female,2,3,Andhra Pradesh,Overweight,0,0,0,1,500000,5000,1,dental_vision,0,0,1,Bajaj Allianz,80300.0,14454.0,94754.0
AHQ012034,Individual Premium,Individual,20,Male,1,1,Andhra Pradesh,Normal,0,0,1,3,750000,5000,2,maternity|critical_illness_rider,1,0,1,SBI Health,23100.0,4158.0,27258.0
AHQ012035,Individual Standard,Individual,30,Female,1,1,Telangana,Normal,0,1,1,2,300000,0,2,opd_cover|critical_illness_rider,0,1,2,SBI Health,32700.0,5886.0,38586.0
AHQ012036,Individual Basic,Individual,23,Male,1,3,Haryana,Normal,0,0,0,2,500000,5000,4,personal_accident|international_cover|maternity|opd_cover,1,1,2,Care Health,18100.0,3258.0,21358.0
AHQ012037,Family Floater Basic,Family,27,Male,2,2,Odisha,Normal,0,0,0,4,300000,0,4,personal_accident|critical_illness_rider|dental_vision|opd_cover,0,1,2,United India,30500.0,5490.0,35990.0
AHQ012038,Individual Premium,Individual,33,Female,1,2,Karnataka,Normal,0,0,1,2,500000,0,3,maternity|personal_accident|hospital_cash,1,0,1,Bajaj Allianz,18800.0,3384.0,22184.0
AHQ012039,Senior Citizen,Senior,60,Male,3,2,Rajasthan,Normal,0,1,1,0,500000,10000,2,personal_accident|international_cover,0,0,1,Star Health,121100.0,21798.0,142898.0
AHQ012040,Family Floater Premium,Family,27,Female,4,2,Gujarat,Normal,0,0,0,0,300000,5000,2,dental_vision|personal_accident,0,0,1,Star Health,53000.0,9540.0,62540.0
AHQ012041,Senior Citizen,Senior,61,Male,4,2,Punjab,Normal,1,0,1,3,1000000,0,3,international_cover|maternity|dental_vision,1,0,3,Bajaj Allianz,493700.0,88866.0,582566.0
AHQ012042,Senior Citizen,Senior,61,Female,1,1,Gujarat,Overweight,0,1,1,2,750000,5000,0,,0,0,1,Bajaj Allianz,87300.0,15714.0,103014.0
AHQ012043,Family Floater Premium,Family,55,Female,3,3,Tamil Nadu,Normal,0,0,0,2,1000000,10000,3,international_cover|critical_illness_rider|maternity,1,0,3,Niva Bupa,274700.0,49446.0,324146.0
AHQ012044,Family Floater Premium,Family,23,Male,4,2,Punjab,Normal,0,0,1,1,300000,0,2,personal_accident|hospital_cash,0,0,1,United India,52500.0,9450.0,61950.0
AHQ012045,Individual Standard,Individual,40,Female,1,2,Gujarat,Obese,0,0,0,0,500000,10000,1,dental_vision,0,0,3,HDFC Ergo,56800.0,10224.0,67024.0
AHQ012046,Individual Premium,Individual,23,Male,1,2,Telangana,Overweight,0,1,1,4,2500000,0,2,maternity|opd_cover,1,1,1,Star Health,58100.0,10458.0,68558.0
AHQ012047,Family Floater Standard,Family,34,Male,2,1,Delhi,Normal,1,0,1,2,500000,0,0,,0,0,1,Bajaj Allianz,27300.0,4914.0,32214.0
AHQ012048,Family Floater Standard,Family,18,Female,3,2,Haryana,Obese,0,0,0,4,1000000,0,4,international_cover|critical_illness_rider|opd_cover|dental_vision,0,1,1,United India,51100.0,9198.0,60298.0
AHQ012049,Family Floater Premium,Family,46,Female,3,3,Karnataka,Normal,0,0,0,1,300000,0,2,critical_illness_rider|dental_vision,0,0,1,HDFC Ergo,60500.0,10890.0,71390.0
AHQ012050,Senior Citizen,Senior,66,Male,5,3,Rajasthan,Obese,0,0,1,1,750000,0,3,international_cover|hospital_cash|critical_illness_rider,0,0,2,United India,509700.0,91746.0,601446.0
AHQ012051,Individual Standard,Individual,33,Male,1,2,Madhya Pradesh,Normal,0,1,0,4,1000000,5000,3,critical_illness_rider|personal_accident|maternity,1,0,1,United India,22400.0,4032.0,26432.0
AHQ012052,Senior Citizen,Senior,60,Male,2,3,Punjab,Overweight,0,0,0,0,750000,10000,0,,0,0,1,Star Health,80100.0,14418.0,94518.0
AHQ012053,Individual Premium,Individual,28,Female,1,3,Haryana,Normal,0,0,1,2,2500000,0,2,maternity|opd_cover,1,1,1,Care Health,38600.0,6948.0,45548.0
AHQ012054,Senior Citizen,Senior,70,Female,5,1,Odisha,Normal,1,0,0,1,300000,0,3,maternity|critical_illness_rider|dental_vision,1,0,1,HDFC Ergo,259200.0,46656.0,305856.0
AHQ012055,Individual Standard,Individual,52,Male,2,2,Punjab,Normal,1,0,0,0,500000,5000,3,maternity|critical_illness_rider|opd_cover,1,1,1,United India,46700.0,8406.0,55106.0
AHQ012056,Family Floater Standard,Family,32,Male,3,2,Madhya Pradesh,Normal,0,0,1,0,750000,25000,3,hospital_cash|opd_cover|personal_accident,0,1,2,Niva Bupa,67300.0,12114.0,79414.0
AHQ012057,Family Floater Premium,Family,56,Female,3,1,Punjab,Normal,0,0,0,0,750000,5000,0,,0,0,2,SBI Health,208800.0,37584.0,246384.0
AHQ012058,Senior Citizen,Senior,74,Male,3,2,Kerala,Normal,1,1,1,0,1000000,0,4,dental_vision|critical_illness_rider|opd_cover|personal_accident,0,1,1,Bajaj Allianz,298700.0,53766.0,352466.0
AHQ012059,Individual Standard,Individual,45,Male,1,3,Delhi,Normal,0,1,0,0,500000,5000,3,dental_vision|maternity|international_cover,1,0,1,ACKO,28300.0,5094.0,33394.0
AHQ012060,Individual Premium,Individual,40,Male,2,3,Telangana,Normal,0,0,1,2,2500000,5000,4,maternity|personal_accident|opd_cover|international_cover,1,1,3,ACKO,217400.0,39132.0,256532.0
AHQ012061,Senior Citizen,Senior,66,Male,4,2,Kerala,Overweight,0,0,0,4,300000,50000,1,international_cover,0,0,1,Care Health,97400.0,17532.0,114932.0
AHQ012062,Senior Citizen,Senior,60,Male,5,2,Punjab,Overweight,0,0,1,4,500000,0,2,personal_accident|opd_cover,0,1,2,Bajaj Allianz,273400.0,49212.0,322612.0
AHQ012063,Family Floater Premium,Family,37,Male,3,2,Karnataka,Normal,0,0,0,4,750000,0,1,critical_illness_rider,0,0,2,Bajaj Allianz,91000.0,16380.0,107380.0
AHQ012064,Family Floater Basic,Family,26,Male,2,1,Haryana,Normal,0,0,1,4,300000,0,1,opd_cover,0,1,2,SBI Health,27500.0,4950.0,32450.0
AHQ012065,Senior Citizen,Senior,63,Female,4,1,Uttar Pradesh,Overweight,0,0,1,1,300000,0,3,personal_accident|dental_vision|maternity,1,0,1,United India,137000.0,24660.0,161660.0
AHQ012066,Super Top-Up,Specialty,46,Female,1,3,Odisha,Normal,0,0,0,0,5000000,5000,0,,0,0,2,ACKO,102400.0,18432.0,120832.0
AHQ012067,Senior Citizen,Senior,67,Male,2,3,Haryana,Normal,1,1,1,2,300000,0,1,dental_vision,0,0,3,Star Health,265700.0,47826.0,313526.0
AHQ012068,Family Floater Premium,Family,55,Female,4,2,Tamil Nadu,Overweight,0,0,0,1,1000000,0,0,,0,0,1,ACKO,143700.0,25866.0,169566.0
AHQ012069,Family Floater Standard,Family,40,Female,2,2,Gujarat,Normal,0,0,0,4,300000,0,3,critical_illness_rider|dental_vision|hospital_cash,0,0,3,ACKO,76200.0,13716.0,89916.0
AHQ012070,Critical Illness,Specialty,28,Male,1,1,Gujarat,Normal,1,0,0,3,5000000,0,0,,0,0,1,HDFC Ergo,104500.0,18810.0,123310.0
AHQ012071,Individual Premium,Individual,41,Female,1,2,Haryana,Normal,0,1,1,1,750000,5000,1,dental_vision,0,0,3,Star Health,96800.0,17424.0,114224.0
AHQ012072,Senior Citizen,Senior,61,Male,4,1,Karnataka,Overweight,1,0,0,0,300000,10000,1,dental_vision,0,0,3,United India,471600.0,84888.0,556488.0
